WORD TO SEARCH,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
guessed,26400,900,500
viewed,4500,300,500
sacrificed,52200,1600,500
quarrelsome,45800,900,700
worth,67300,1700,500
required,65900,1600,400
even,64300,1200,500
edition,300,200,700
Meryton,69800,700,400
accomplishment,52500,700,300
season,55100,2100,600
irreproachable,8500,400,1000
name,67700,1800,400
specified,31400,200,1200
5,77600,1100,300
hearted,28700,1300,800
impulse,66000,2200,400
fancied,72700,1600,200
attended,67200,1000,300
did,65100,1600,400
widest,1700,100,700
man,66400,1600,300
aught,31300,1200,600
all,66600,2100,300
overflows,8100,700,1100
thirty,43700,1100,500
maintaining,58300,2200,300
speak,68000,2700,500
introduce,70700,2100,300
glazing,50500,2500,500
Bennets,69000,1800,300
effectual,52400,1300,500
bestowed,55600,2000,400
inattentive,52600,2900,400
there,69800,2700,500
pianoforte,63200,2500,600
exhausted,62800,1400,400
mention,72800,1600,300
proud,68200,2200,300
themselves,69600,2100,300
drawn,35400,500,600
henceforth,38800,1700,700
encroaching,52700,1100,400
shops,62000,2800,600
equal,66500,3900,400
communicative,14800,500,1400
ladyship,84000,1300,500
licensed,900,200,1400
generously,16200,900,700
despaired,46800,900,700
before,73700,3800,300
version,4100,300,500
aspect,58800,2200,400
continual,54700,2200,400
bred,65400,1800,500
neighbours,59000,1900,500
courtesy,58100,2800,400
hinted,61300,1100,400
breathing,59600,2000,500
laugh,65400,900,700
blowsy,65700,3300,400
organized,1400,300,500
blue,74600,1900,300
wretched,51700,600,1000
false,76800,2100,300
detaching,40700,2000,1000
14,57700,1400,200
official,4100,300,900
gratulation,53800,1900,400
exuberance,18100,400,600
sad,30200,1600,800
decidedly,64400,2500,400
Revenue,1400,100,500
artfully,54500,2600,400
sheltered,46900,1100,700
satisfactory,66100,2700,400
possible,67300,3000,500
s,64300,2000,200
We,65300,800,400
sometimes,68100,2200,500
may,99200,2400,300
vexing,89700,1000,300
visitor,52800,2400,600
employee,2000,200,900
volunteer,100,100,600
certainly,70300,2200,300
proceeded,56100,1600,800
501,1500,100,600
stared,70300,2000,400
masterly,46000,1600,800
feverish,65500,2400,400
acutely,66200,1900,400
undutiful,56000,1800,600
obligation,42400,1700,500
persist,54500,1000,700
sharers,36100,1300,800
finest,29700,1100,900
everybody,69400,2700,500
meetings,23200,1700,700
creditable,57800,2600,300
desire,110700,4000,400
guided,65200,1200,200
tickets,60500,1400,700
defective,61400,2500,500
examine,59800,3000,600
exercising,54500,2400,500
eligibility,57800,1200,500
array,700,100,600
punctually,53400,1000,800
assurance,63600,1700,400
unfelt,37300,1200,1200
exceed,11300,200,900
spend,63900,1700,600
got,63600,1700,400
relied,26500,800,1100
mortifying,94200,3200,500
transient,72400,1900,800
54,12400,200,700
pies,57900,2800,400
retreating,40900,900,600
handsomest,59400,1200,700
blushing,64100,2100,500
trepidation,47300,1300,700
testifying,55900,1700,400
flirtation,31800,700,700
nearer,58200,1000,500
accepting,56200,1500,400
deciding,25000,2800,900
sighed,22000,900,900
constitute,9600,300,1300
show,94700,2900,500
try,53000,4200,500
setting,30400,1600,700
ran,84400,2300,800
exhibition,74300,2700,800
cup,14200,500,600
costing,49800,2700,400
depended,77600,2300,500
inventing,52800,2800,1000
boast,62800,3000,300
model,62900,1800,600
obstinacy,63100,2600,700
heighten,57400,1700,600
case,65000,1200,500
remarkably,65800,2700,700
compliment,67400,1500,500
debt,56600,2200,300
myself,72300,2800,300
Lake,1000,600,600
reminded,64600,1700,600
palatable,14000,900,900
unreasonably,52500,1800,600
codes,3200,300,500
felicitations,52100,1900,400
glen,27000,1000,1000
excuses,22300,300,900
accustomed,26200,1200,400
entertainment,58100,1600,500
1342,71700,1400,200
22,53400,1700,300
untidy,64800,2100,500
prohibition,600,300,1000
directions,62400,2300,600
chosen,61700,2100,300
fix,56700,1900,300
principle,54300,4000,500
nettled,24500,700,700
communications,36000,1200,700
recreation,57200,700,700
secure,68800,2500,600
departed,63700,3900,300
insulting,42600,2100,700
sides,37900,600,900
April,8900,500,500
stranger,66500,2300,500
play,63500,2800,400
injuring,60800,2200,600
complexion,63700,2100,500
links,4600,500,700
discontentedness,27100,2000,700
strongest,41100,700,900
Jones,63600,3300,200
provide,59600,3600,600
chestnuts,25100,400,600
dismay,9400,300,800
determine,59700,900,500
culprit,16400,1100,700
move,58400,3300,600
acknowledgments,58800,2100,500
Language,73000,2900,200
holding,63300,1500,300
deaden,12600,400,300
Annesley,21800,800,600
remonstrance,38400,500,800
proposal,64200,1000,500
differently,60500,2000,400
Thank,61500,2000,200
overpower,48800,500,800
sighted,52300,2400,700
eloquent,60800,1600,400
likes,69300,2600,400
forgetfulness,21200,600,600
difference,65400,1100,400
suppressed,53500,1500,500
struggled,51200,900,700
chose,66700,2700,400
clouded,44900,800,700
forbidding,67500,1200,400
beyond,67900,800,300
6221541,1300,100,600
wantonly,40300,2100,700
clearer,39000,1500,700
computers,1700,300,900
brown,23400,600,600
disturbed,17500,700,1200
yawn,57100,1300,400
followed,70300,1100,300
types,2200,200,900
plague,60600,900,400
biting,13900,700,500
compliance,55400,800,600
violently,53800,2400,500
se,57600,1300,700
attempt,67500,1500,300
here,69600,3100,400
wit,61300,1000,500
unheard,59800,1300,600
rationally,51900,900,600
informing,48300,1100,700
fees,4400,100,400
join,64000,2300,400
inquiry,63000,1200,600
tm,5700,400,400
abroad,27900,300,400
frightened,58100,600,300
impartiality,37300,700,600
assert,58300,2000,500
protest,12500,400,800
Director,700,500,300
displease,50600,800,700
ennight,61500,1300,300
conciliating,46900,1200,800
smiling,66900,2600,400
desponding,54600,900,700
refund,5100,300,800
entreating,52600,1700,600
unlikely,54100,2400,600
muslin,120200,800,400
storm,7500,400,800
60,4500,400,200
few,62400,3400,300
increases,37300,600,900
disengaged,61500,3100,500
unmoved,42800,1300,700
feeling,69400,3000,400
pretended,34600,1700,600
Gutenberg,74800,2900,100
permitted,52100,2000,600
offer,67900,2000,400
instantaneous,9400,300,700
useful,56700,3200,500
across,59200,1100,400
proving,8900,200,700
support,48400,900,800
corroboration,36900,500,500
expressing,63800,1000,500
greatest,115000,3200,500
shock,45300,1600,800
thanks,68600,1400,300
estate,69500,2700,400
shade,60300,900,900
affectionate,56000,2500,400
swelled,29200,1000,1000
inspire,48300,3000,900
plead,56000,2500,600
especially,61800,2400,400
wore,66900,1300,400
derision,57000,1500,400
taciturn,57800,2900,400
struggle,37500,600,700
proceed,63700,2200,600
air,94100,1700,400
savours,66000,1600,700
abruptly,64000,4700,300
decisive,56100,2800,400
retreated,26300,600,600
distributing,5600,200,700
indicate,3000,500,800
unshaken,10100,300,600
encouraging,50100,900,400
perceptible,21600,1400,800
detested,10700,300,700
inherit,52400,800,600
tired,61100,1700,700
arranges,44600,1500,900
daughter,74000,2300,200
inadequate,26800,1700,500
coherent,23600,900,500
minutes,71400,4200,500
participation,39400,1500,800
leading,67800,4000,600
sitting,108000,1800,600
scale,29300,15600,800
business,128500,4300,400
differences,51900,3100,700
dissipation,39400,2700,1100
entreated,69400,3200,600
trifling,67400,2200,800
lessen,65500,1800,400
Harringtons,34000,2100,500
intermission,61600,1700,900
suggestion,54600,2200,800
recurring,27900,1300,700
pronounced,108400,2100,500
heartedness,32500,2100,900
solid,9600,400,600
unlike,63800,2400,400
detestable,32300,1300,600
originally,58800,1900,500
violates,2200,300,1000
secrecy,54300,2800,900
offend,67600,700,500
acquaintance,65900,2500,300
listener,59800,1300,700
prognostics,62100,1500,600
vulgar,64200,2100,300
unhappiness,33300,900,800
identify,3400,300,900
lament,53100,2100,500
formation,41200,600,600
extensive,64400,1800,500
energy,67800,2200,400
safely,67200,2400,300
giving,70800,3400,300
scrupled,38700,1300,800
attorney,66400,2400,400
barouche,37000,2500,500
secret,65100,2800,400
parade,18700,1700,1200
noble,66000,2700,400
requester,63200,1100,600
simpleton,67000,1500,300
solicitude,63700,2000,400
disobliging,53700,1000,600
affection,66700,1900,300
confiding,55100,2000,600
WARRANTY,3200,200,400
longing,53900,2200,600
produce,47600,1900,900
slowly,63200,3600,500
tormenting,55600,1000,700
astonished,64300,2400,300
cleared,36300,2000,900
neglected,47600,2000,800
actuated,22600,400,700
sat,63200,2800,500
seek,65900,2600,400
varying,45400,900,1000
bosoms,20900,1400,800
Robinson,66300,1100,100
pretending,55900,2200,600
overpowered,53200,3100,700
struck,69000,2800,600
rained,65000,1400,600
publicly,59300,1500,500
joining,64100,1100,400
relinquish,51300,2200,800
bandbox,34900,1500,600
untouched,25600,500,700
guardian,58100,1500,400
Austen,73900,600,100
abominate,14200,600,500
Peak,26400,300,500
unconcerned,54100,900,500
panting,18700,1200,1000
astonish,57000,1700,400
large,70800,900,300
still,70300,1900,300
ordinary,63200,3000,300
amendment,64100,1800,300
recommendations,51600,2700,500
considering,62500,3300,300
pollution,6300,500,600
disposing,5100,200,700
longed,67500,1000,500
obey,10100,200,700
interfere,58900,1800,600
seat,47100,1900,600
utter,55500,1700,500
spoke,68700,2400,400
proceeding,62100,3300,500
prepossession,56900,1000,500
revenge,59300,1600,400
appease,54800,1400,500
indiscreet,24000,400,1100
forcing,43800,900,800
mistake,72200,2000,300
another,70600,1700,200
AK,1100,100,500
frankly,8200,500,1100
curtains,26700,1600,900
disapprobation,52900,600,600
untinctured,25400,400,700
ponies,61200,1400,500
applies,56600,3000,400
conceals,67900,3200,400
they,68600,1900,300
filial,60700,2400,300
caution,60600,1500,400
meant,68700,2500,700
pressed,62200,2900,400
objection,71500,900,200
stiffly,11200,400,800
explaining,57700,1100,500
gentle,58500,1700,500
means,66600,1000,600
tacit,10600,300,700
goodwill,64300,1800,400
roads,51800,1000,500
satin,34500,900,700
maid,79600,2600,500
deter,47800,300,800
kissed,13800,500,600
billiard,42200,400,500
discovering,9000,300,500
approved,57800,2300,300
communicate,63800,2700,400
wounding,42700,800,800
succession,57500,2300,500
require,54800,3100,800
confidential,56200,2200,600
Despite,3500,400,200
narrow,52100,2000,500
Britain,17800,400,600
left,66100,1100,500
reference,25800,1300,700
claimed,59900,1600,400
include,49200,1100,600
lay,60300,900,600
royalty,4000,300,700
pens,59000,900,400
irritated,59000,1100,300
unenforceability,2000,200,1100
attention,68500,1400,300
deduced,54700,1000,500
malicious,58400,3000,400
despised,32100,1500,600
fingers,45800,1500,500
courting,25900,400,600
attempting,60500,1500,300
sang,60000,1500,500
nowhere,67900,1900,300
ought,70800,1000,400
comparison,61700,1000,400
meant,68600,2400,600
energetic,66400,2700,400
valid,16600,300,700
seized,21400,400,900
PG,200,200,1000
Sir,99600,2200,300
intermediate,24600,500,1000
draw,66300,1200,300
evade,53900,1100,500
stopped,58700,1000,500
elderly,29000,400,700
Lucas,69900,1000,300
detected,67400,1600,300
resemblance,55800,1900,700
uncomfortable,59600,3300,400
genteel,64400,1400,500
composedly,56100,3400,700
honoured,61400,1100,500
nerves,71600,3500,400
running,65100,1400,400
ridiculing,56000,1700,600
unsuitable,54000,900,600
is,66600,1300,200
doing,65200,1800,400
Younge,39300,2200,600
rashness,63000,3500,400
genius,66500,1400,500
afforded,64600,2400,300
missent,24400,1000,900
crammed,33800,1500,600
unnecessarily,55400,1200,400
finished,56700,1500,500
informed,64300,1200,400
inclinations,10500,300,500
contributed,26800,600,600
desperate,33300,1100,800
49,18200,300,1300
perhaps,71200,2900,300
fronted,51000,800,900
fast,60400,1600,400
proof,55800,1100,400
born,57700,1600,400
owed,54900,900,500
returns,55700,1000,500
action,66300,700,500
eyes,65300,1300,400
unless,69500,1400,300
thinking,72600,1800,300
regain,30500,800,700
transport,50400,2200,800
shared,45700,900,700
witnessed,61000,1400,500
hide,61800,2500,400
pleases,63700,1700,400
throat,65300,1000,400
heard,71100,900,300
top,28500,400,700
prevailing,35900,800,600
example,62700,3000,500
poverty,42300,700,600
repaid,54500,2000,600
outlived,25800,400,800
unconsciously,57500,1300,400
watches,8100,200,1000
inducements,5800,300,800
March,48300,900,600
exclude,14500,500,700
acceptable,56500,1700,400
Yours,63900,1000,200
vary,57700,1500,400
aunts,10200,300,700
inspiring,62700,900,500
sweet,66200,1100,400
amply,59100,1000,300
creative,31900,600,500
frost,48400,700,600
whenever,67700,900,400
You,67100,1800,100
some,69900,1200,300
ramble,44600,1000,700
attending,63400,900,400
woman,70200,1000,200
user,4000,100,700
innocence,6600,300,800
insinuating,18300,1300,900
oppressed,37400,800,500
beg,62400,1800,400
Do,65700,1500,200
descent,57800,800,500
yards,27600,400,400
acknowledge,63000,1400,300
exist,43000,700,700
insufferable,19800,700,700
remorse,42500,600,900
Chapter,73700,1100,200
danger,65600,2000,300
grand,54400,1100,600
delayed,58500,1900,400
trim,34500,500,700
dishonorable,52700,1400,700
spasms,21100,300,800
dozen,61100,1900,400
35,40500,1200,900
lace,65700,800,300
untamed,16100,800,700
Dale,23300,400,400
preparation,17400,300,700
stretched,29200,1000,800
maiden,47100,700,600
Cambridge,40100,800,500
tranquilly,7600,300,900
consistent,55200,1800,300
landlord,28600,500,700
animating,58400,1200,300
considerable,58900,1500,300
principally,59400,1200,400
June,69600,2600,300
nuptials,17100,300,500
party,68000,1300,300
unavoidably,38100,800,700
mine,64200,1300,400
adoration,32700,400,400
violent,70900,900,400
up,65400,900,300
fears,68400,1700,300
idle,61500,1200,500
revered,39800,500,500
converse,68900,1100,300
duty,62900,1100,400
screen,71500,800,600
concise,45500,800,700
mediocrity,37500,1000,1000
distractedly,50300,900,800
admitted,70400,1000,300
gave,66300,1000,400
review,51600,900,500
father,70900,900,300
singular,64900,600,300
uncommonly,67400,1100,400
influence,67200,1100,300
appointment,11500,400,900
into,65500,1100,300
90,3600,200,300
B,21500,300,400
wound,42000,1000,800
anyone,73100,1000,100
frivolous,31400,1400,600
Don,91600,1100,300
depends,900,200,1000
fortunes,21400,500,700
indignant,72500,700,600
survive,40000,700,500
proportionate,16800,400,800
celerity,60800,2000,400
conjecture,64600,2100,500
breath,66800,600,500
bridge,28900,400,800
honest,41200,700,600
highly,69800,1500,400
removed,69300,1100,300
safest,23500,500,400
line,62000,1200,700
squeamish,32400,600,800
trade,66700,1800,400
EIN,1400,100,700
2001,900,100,300
home,64300,1100,400
recital,43900,800,1000
visible,73000,1000,600
peculiarly,77900,1400,500
obtained,62700,2600,400
nursing,65200,1100,200
also,65600,1100,300
addition,61700,1200,400
hurried,46700,600,700
not,66600,2400,300
anticipate,48900,1100,500
shameless,41800,600,700
praise,69000,1000,300
describing,58700,1200,400
work,61500,700,500
strikingly,27400,500,1000
creation,5500,200,600
concerns,45300,2100,700
lawn,30300,300,900
your,68400,1200,300
intermarriage,53200,1900,600
couple,62100,2200,400
characteristic,62200,1400,400
undervalued,12900,300,900
excess,56000,1000,500
worldly,55100,1100,700
uncle,63000,2700,400
declared,70400,1100,300
puddles,66200,1900,400
hunting,15000,700,700
warrant,29700,600,600
admirer,51700,800,600
gradually,57200,1700,600
library,71300,1400,300
elevating,52200,800,600
assume,64100,1300,300
